V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
42,blue-collar,married,secondary,no,-256.0,yes,no,cellular,17,apr,576.0,1,318.0,2.0,failure,1
57,blue-collar,married,secondary,no,25.0,yes,no,cellular,13,may,378.0,2,359.0,1.0,failure,1
60,housemaid,married,primary,no,182.0,no,no,cellular,26,apr,166.0,5,181.0,5.0,failure,1
30,admin.,single,secondary,no,732.0,yes,no,cellular,28,jan,445.0,1,223.0,1.0,failure,1
41,admin.,single,secondary,no,3895.0,yes,no,cellular,14,may,305.0,3,296.0,11.0,other,1
28,blue-collar,married,secondary,no,373.0,yes,no,cellular,14,may,10.0,9,344.0,1.0,failure,1
32,blue-collar,married,secondary,no,428.0,yes,no,cellular,7,may,93.0,1,363.0,1.0,failure,1
56,retired,married,secondary,no,102.0,yes,no,telephone,11,may,267.0,1,369.0,1.0,failure,1
33,management,married,tertiary,no,1778.0,no,no,cellular,26,may,134.0,1,103.0,1.0,success,1
34,self-employed,married,secondary,no,47.0,no,no,cellular,4,feb,362.0,2,169.0,2.0,failure,1
75,retired,married,primary,no,1413.0,no,no,cellular,1,sep,532.0,2,188.0,2.0,success,2
65,entrepreneur,married,tertiary,no,2331.0,no,no,telephone,9,feb,290.0,1,92.0,1.0,success,2
54,services,divorced,secondary,no,1012.0,yes,no,cellular,12,may,33.0,3,175.0,2.0,other,1
36,management,married,tertiary,no,0.0,yes,no,cellular,5,feb,245.0,2,8.0,1.0,other,1
47,management,single,tertiary,no,334.0,yes,no,cellular,28,jun,614.0,3,94.0,9.0,success,2
34,blue-collar,single,secondary,no,-317.0,yes,no,cellular,17,apr,518.0,3,346.0,1.0,other,1
32,blue-collar,divorced,secondary,no,201.0,yes,no,cellular,15,may,63.0,8,365.0,24.0,other,1
44,management,married,tertiary,no,724.0,yes,no,cellular,17,nov,157.0,2,172.0,1.0,failure,1
27,unemployed,single,secondary,no,3276.0,no,no,cellular,5,aug,106.0,1,110.0,2.0,other,1
29,technician,single,secondary,no,1165.0,no,no,cellular,3,dec,244.0,2,184.0,1.0,success,2
43,management,single,tertiary,no,-56.0,yes,no,cellular,18,nov,146.0,2,151.0,14.0,failure,1
84,retired,married,tertiary,no,4761.0,no,no,telephone,9,sep,1405.0,1,92.0,3.0,failure,2
37,admin.,married,secondary,no,1314.0,yes,no,cellular,21,aug,200.0,1,91.0,10.0,failure,1
28,technician,single,secondary,no,34.0,yes,no,cellular,4,feb,16.0,6,268.0,4.0,failure,1
36,management,married,tertiary,no,93.0,no,no,cellular,11,jan,102.0,3,96.0,4.0,other,1
22,services,single,secondary,no,129.0,no,no,cellular,15,apr,218.0,2,181.0,1.0,success,2
32,management,single,tertiary,no,6248.0,yes,no,cellular,15,may,64.0,3,371.0,2.0,failure,1
29,admin.,married,secondary,no,2.0,yes,no,cellular,6,may,339.0,1,362.0,1.0,failure,1
29,management,single,tertiary,no,1673.0,no,no,cellular,16,aug,200.0,2,159.0,3.0,other,1
36,self-employed,single,tertiary,no,577.0,yes,no,cellular,15,may,33.0,1,298.0,1.0,failure,1
29,blue-collar,married,secondary,no,368.0,yes,no,cellular,15,may,345.0,1,310.0,7.0,failure,1
31,admin.,single,secondary,no,554.0,yes,no,cellular,25,may,97.0,3,103.0,2.0,failure,1
51,housemaid,married,primary,no,605.0,no,no,cellular,3,feb,91.0,2,159.0,14.0,failure,1
43,technician,single,tertiary,no,275.0,yes,no,telephone,14,may,151.0,2,360.0,1.0,other,1
39,technician,married,secondary,no,133.0,yes,no,cellular,14,may,84.0,4,352.0,4.0,other,1
39,blue-collar,married,primary,no,467.0,yes,no,cellular,16,apr,232.0,1,335.0,1.0,failure,1
53,housemaid,married,tertiary,no,554.0,no,no,cellular,28,jan,48.0,1,181.0,5.0,failure,1
47,management,married,tertiary,no,3663.0,no,no,cellular,29,oct,424.0,2,213.0,3.0,success,2
25,self-employed,single,tertiary,no,42.0,yes,no,cellular,5,jun,149.0,1,94.0,1.0,success,2
33,blue-collar,married,secondary,no,889.0,yes,no,unknown,18,sep,13.0,1,373.0,6.0,success,1
32,management,married,tertiary,no,1667.0,yes,no,cellular,18,nov,164.0,2,179.0,3.0,failure,1
29,blue-collar,married,secondary,no,37.0,yes,no,cellular,11,may,138.0,3,353.0,1.0,other,1
37,admin.,married,secondary,no,0.0,yes,no,cellular,8,apr,208.0,3,349.0,2.0,failure,1
31,unemployed,single,secondary,no,315.0,no,no,cellular,30,jan,130.0,1,2.0,1.0,other,1
35,services,single,secondary,no,1239.0,yes,no,cellular,5,may,60.0,2,347.0,1.0,failure,1
42,management,divorced,tertiary,no,47.0,yes,no,cellular,13,may,222.0,2,370.0,1.0,failure,1
37,unemployed,divorced,secondary,no,74.0,yes,no,cellular,6,feb,120.0,1,275.0,1.0,failure,1
35,admin.,single,tertiary,no,994.0,no,no,cellular,30,apr,400.0,1,87.0,2.0,failure,2
28,services,single,secondary,no,339.0,no,no,cellular,3,dec,350.0,1,182.0,1.0,success,2
39,technician,married,secondary,no,381.0,yes,no,cellular,11,may,758.0,1,347.0,2.0,failure,1
34,management,married,tertiary,no,303.0,yes,no,cellular,29,jan,50.0,1,195.0,2.0,failure,1
28,student,single,tertiary,no,682.0,yes,no,cellular,29,jan,356.0,1,255.0,2.0,other,1
30,management,single,tertiary,no,499.0,yes,no,cellular,21,may,145.0,1,281.0,3.0,failure,1
39,admin.,single,tertiary,no,283.0,yes,no,cellular,18,nov,346.0,1,179.0,3.0,other,1
53,technician,married,secondary,no,2818.0,yes,no,cellular,19,nov,131.0,1,126.0,7.0,failure,1
69,retired,married,tertiary,no,473.0,no,no,cellular,21,oct,110.0,1,106.0,2.0,failure,1
31,admin.,single,secondary,no,-449.0,yes,no,cellular,18,may,197.0,1,355.0,2.0,failure,1
29,self-employed,married,secondary,no,123.0,no,yes,cellular,21,apr,158.0,2,181.0,1.0,success,2
43,self-employed,married,tertiary,no,2501.0,no,no,cellular,9,jul,582.0,2,161.0,4.0,failure,1
52,blue-collar,married,secondary,no,1374.0,yes,no,cellular,17,apr,267.0,2,322.0,1.0,failure,1
39,blue-collar,married,primary,no,315.0,yes,no,cellular,15,may,259.0,3,353.0,3.0,failure,1
33,unemployed,married,tertiary,no,3335.0,no,no,cellular,15,jun,92.0,1,301.0,6.0,failure,1
73,retired,married,tertiary,no,448.0,no,no,cellular,22,jun,68.0,1,90.0,1.0,success,1
33,management,single,tertiary,no,718.0,yes,no,cellular,29,jun,271.0,1,84.0,3.0,success,2
42,management,single,tertiary,no,336.0,yes,no,cellular,2,feb,142.0,6,195.0,3.0,failure,1
46,blue-collar,single,primary,no,96.0,yes,no,cellular,16,apr,99.0,1,148.0,1.0,failure,1
35,blue-collar,single,secondary,no,1239.0,yes,no,cellular,29,jan,112.0,1,195.0,1.0,failure,1
36,self-employed,married,tertiary,no,307.0,yes,no,cellular,14,may,341.0,1,330.0,2.0,other,1
30,self-employed,single,tertiary,no,0.0,yes,no,cellular,5,may,57.0,1,301.0,1.0,failure,1
32,management,married,tertiary,no,1331.0,no,no,cellular,12,aug,93.0,1,104.0,4.0,success,1
26,student,single,secondary,no,4613.0,no,no,cellular,28,may,663.0,3,196.0,2.0,other,2
59,management,married,secondary,no,771.0,no,no,telephone,13,may,125.0,2,370.0,3.0,failure,1
52,admin.,married,secondary,no,199.0,no,no,cellular,28,jan,978.0,2,189.0,1.0,other,1
40,blue-collar,married,secondary,no,580.0,yes,no,unknown,16,may,192.0,1,-1.0,0.0,unknown,1
47,services,single,secondary,no,3644.0,no,no,unknown,9,jun,83.0,2,-1.0,0.0,unknown,1
38,technician,single,secondary,no,258.0,no,yes,unknown,20,jun,587.0,2,-1.0,0.0,unknown,1
30,blue-collar,single,secondary,no,18.0,no,no,unknown,9,may,395.0,1,-1.0,0.0,unknown,1
46,blue-collar,married,secondary,no,0.0,yes,no,unknown,23,may,172.0,3,-1.0,0.0,unknown,1
44,blue-collar,divorced,secondary,no,-239.0,yes,no,unknown,27,may,111.0,3,-1.0,0.0,unknown,1
33,services,married,secondary,no,184.0,yes,no,unknown,13,may,109.0,4,-1.0,0.0,unknown,1
60,technician,married,secondary,no,914.0,no,no,unknown,4,aug,64.0,1,-1.0,0.0,unknown,1
51,blue-collar,married,tertiary,no,7816.0,yes,no,unknown,12,may,76.0,2,-1.0,0.0,unknown,1
46,blue-collar,married,secondary,no,78.0,yes,yes,unknown,7,may,145.0,1,-1.0,0.0,unknown,1
36,entrepreneur,married,secondary,no,352.0,yes,no,unknown,21,may,139.0,2,-1.0,0.0,unknown,1
51,admin.,divorced,secondary,no,115.0,yes,yes,unknown,8,may,136.0,1,-1.0,0.0,unknown,1
49,technician,divorced,tertiary,no,874.0,yes,no,unknown,16,may,152.0,2,-1.0,0.0,unknown,1
36,services,married,secondary,no,8114.0,yes,no,unknown,6,jun,505.0,1,-1.0,0.0,unknown,1
28,blue-collar,married,secondary,no,196.0,yes,no,unknown,26,jun,176.0,7,-1.0,0.0,unknown,1
39,housemaid,single,primary,no,1340.0,no,no,unknown,18,jun,113.0,2,-1.0,0.0,unknown,1
60,unknown,married,primary,no,4722.0,no,no,unknown,20,jun,459.0,3,-1.0,0.0,unknown,1
33,blue-collar,divorced,primary,no,60.0,no,no,unknown,9,may,131.0,1,-1.0,0.0,unknown,1
31,blue-collar,divorced,secondary,no,-452.0,yes,no,unknown,26,may,182.0,5,-1.0,0.0,unknown,1
38,management,married,secondary,no,93.0,no,no,unknown,3,jul,515.0,2,-1.0,0.0,unknown,1
24,student,single,secondary,no,82.0,yes,no,unknown,5,may,204.0,2,-1.0,0.0,unknown,1
44,admin.,married,secondary,no,447.0,yes,yes,unknown,14,may,106.0,5,-1.0,0.0,unknown,1
60,blue-collar,divorced,primary,no,7601.0,yes,no,unknown,8,may,285.0,1,-1.0,0.0,unknown,1
50,unemployed,married,primary,no,210.0,no,no,unknown,16,jun,247.0,2,-1.0,0.0,unknown,1
33,unknown,single,unknown,no,1.0,no,no,unknown,5,may,198.0,1,-1.0,0.0,unknown,1
37,technician,married,secondary,no,123.0,yes,yes,unknown,6,may,530.0,2,-1.0,0.0,unknown,1
35,self-employed,married,secondary,no,188.0,yes,yes,unknown,5,jun,1865.0,2,-1.0,0.0,unknown,2
43,services,married,secondary,no,861.0,yes,no,unknown,9,jun,78.0,1,-1.0,0.0,unknown,1
27,admin.,single,secondary,no,1492.0,yes,no,unknown,23,may,67.0,13,-1.0,0.0,unknown,1
49,admin.,married,secondary,no,326.0,yes,no,unknown,7,may,99.0,2,-1.0,0.0,unknown,1
33,admin.,single,tertiary,no,193.0,no,no,unknown,5,may,132.0,2,-1.0,0.0,unknown,1
27,admin.,single,secondary,no,691.0,yes,no,unknown,3,jun,418.0,2,-1.0,0.0,unknown,1
40,retired,single,secondary,no,1734.0,yes,no,unknown,3,jun,123.0,4,-1.0,0.0,unknown,1
47,blue-collar,married,secondary,no,303.0,no,no,unknown,11,jun,261.0,1,-1.0,0.0,unknown,1
40,blue-collar,married,secondary,no,1313.0,no,no,unknown,14,may,87.0,1,-1.0,0.0,unknown,1
47,admin.,married,unknown,no,0.0,yes,no,unknown,7,may,164.0,1,-1.0,0.0,unknown,1
45,admin.,married,secondary,no,171.0,yes,no,unknown,12,may,539.0,1,-1.0,0.0,unknown,1
57,admin.,married,secondary,no,4168.0,yes,yes,unknown,16,may,47.0,1,-1.0,0.0,unknown,1
51,blue-collar,married,primary,no,48.0,no,yes,unknown,17,jun,130.0,1,-1.0,0.0,unknown,1
41,admin.,married,secondary,no,4320.0,yes,no,unknown,5,jun,245.0,2,-1.0,0.0,unknown,1
40,housemaid,married,secondary,no,84.0,yes,yes,unknown,12,jun,230.0,7,-1.0,0.0,unknown,1
53,management,married,tertiary,no,6525.0,yes,no,unknown,2,jun,73.0,3,-1.0,0.0,unknown,1
32,blue-collar,married,secondary,no,736.0,yes,no,unknown,23,may,700.0,3,-1.0,0.0,unknown,1
38,management,married,tertiary,no,14352.0,no,no,unknown,6,sep,8.0,1,-1.0,0.0,unknown,1
37,entrepreneur,married,tertiary,no,264.0,yes,yes,unknown,16,jun,220.0,1,-1.0,0.0,unknown,1
32,admin.,single,secondary,no,289.0,no,no,unknown,15,may,255.0,12,-1.0,0.0,unknown,1
53,admin.,divorced,secondary,no,887.0,yes,no,unknown,13,may,169.0,2,-1.0,0.0,unknown,1
50,blue-collar,married,secondary,no,3988.0,no,no,unknown,30,jun,165.0,4,-1.0,0.0,unknown,1
38,services,married,secondary,no,434.0,yes,no,unknown,20,may,411.0,1,-1.0,0.0,unknown,1
42,management,single,tertiary,no,1206.0,no,no,unknown,9,jun,136.0,4,-1.0,0.0,unknown,1
26,blue-collar,married,secondary,no,245.0,yes,no,unknown,28,may,146.0,2,-1.0,0.0,unknown,1
31,management,single,tertiary,no,1475.0,yes,yes,unknown,2,jun,76.0,1,-1.0,0.0,unknown,1
37,management,divorced,tertiary,no,199.0,yes,no,unknown,18,oct,50.0,1,-1.0,0.0,unknown,1
60,housemaid,married,unknown,no,10285.0,no,no,unknown,6,jun,174.0,2,-1.0,0.0,unknown,1
31,technician,single,secondary,no,147.0,yes,no,unknown,7,may,374.0,1,-1.0,0.0,unknown,1
41,admin.,married,secondary,no,8238.0,yes,yes,unknown,30,may,124.0,4,-1.0,0.0,unknown,1
35,services,married,secondary,no,0.0,no,no,unknown,9,jun,115.0,4,-1.0,0.0,unknown,1
33,blue-collar,single,tertiary,no,350.0,yes,no,unknown,24,jun,137.0,5,-1.0,0.0,unknown,1
41,self-employed,married,secondary,no,713.0,yes,no,unknown,19,may,78.0,1,-1.0,0.0,unknown,1
54,housemaid,divorced,secondary,no,1327.0,no,no,unknown,5,jun,115.0,2,-1.0,0.0,unknown,1
51,blue-collar,married,primary,no,2995.0,yes,no,unknown,11,jun,93.0,2,-1.0,0.0,unknown,1
32,blue-collar,married,secondary,no,1484.0,yes,no,unknown,30,may,363.0,7,-1.0,0.0,unknown,1
34,technician,married,unknown,no,4053.0,yes,no,unknown,23,may,123.0,2,-1.0,0.0,unknown,1
49,admin.,married,secondary,no,2062.0,no,no,unknown,30,jun,132.0,4,-1.0,0.0,unknown,1
48,blue-collar,married,primary,no,680.0,yes,no,unknown,15,may,387.0,4,-1.0,0.0,unknown,1
49,self-employed,married,secondary,no,1.0,yes,no,unknown,6,may,260.0,3,-1.0,0.0,unknown,1
32,housemaid,married,tertiary,no,10.0,yes,no,unknown,2,jun,658.0,2,-1.0,0.0,unknown,1
49,blue-collar,divorced,primary,no,380.0,yes,no,unknown,14,may,349.0,2,-1.0,0.0,unknown,1
36,services,married,secondary,no,380.0,yes,no,unknown,20,may,26.0,1,-1.0,0.0,unknown,1
38,technician,married,secondary,no,175.0,yes,no,unknown,30,may,264.0,1,-1.0,0.0,unknown,1
51,services,married,secondary,no,53.0,yes,no,unknown,26,may,140.0,2,-1.0,0.0,unknown,1
55,technician,married,secondary,no,77.0,yes,no,unknown,23,jun,364.0,2,-1.0,0.0,unknown,1
45,blue-collar,married,primary,no,85.0,yes,no,unknown,8,may,162.0,1,-1.0,0.0,unknown,1
38,entrepreneur,divorced,tertiary,no,504.0,yes,no,unknown,26,may,68.0,3,-1.0,0.0,unknown,1
29,student,married,tertiary,no,149.0,yes,no,unknown,26,may,367.0,4,-1.0,0.0,unknown,1
28,entrepreneur,married,secondary,no,422.0,yes,no,unknown,19,may,394.0,2,-1.0,0.0,unknown,1
35,blue-collar,married,primary,no,2205.0,yes,no,unknown,30,may,199.0,3,-1.0,0.0,unknown,1
26,admin.,married,secondary,no,3160.0,yes,no,unknown,27,may,154.0,1,-1.0,0.0,unknown,1
34,admin.,single,secondary,no,88.0,yes,no,unknown,27,may,169.0,2,-1.0,0.0,unknown,1
41,housemaid,married,tertiary,no,783.0,yes,no,unknown,30,may,130.0,2,-1.0,0.0,unknown,1
38,blue-collar,married,primary,no,8637.0,yes,no,unknown,11,jun,119.0,1,-1.0,0.0,unknown,1
29,blue-collar,single,secondary,no,908.0,yes,no,unknown,20,jun,1663.0,1,-1.0,0.0,unknown,2
39,unemployed,divorced,secondary,no,507.0,yes,no,unknown,12,may,150.0,7,-1.0,0.0,unknown,1
57,retired,divorced,primary,no,515.0,yes,no,unknown,13,may,288.0,2,-1.0,0.0,unknown,1
40,blue-collar,married,primary,no,303.0,no,no,unknown,30,may,104.0,6,-1.0,0.0,unknown,1
37,management,married,tertiary,no,1125.0,yes,no,unknown,3,jun,301.0,1,-1.0,0.0,unknown,1
50,blue-collar,married,primary,no,-141.0,yes,no,unknown,20,jun,61.0,2,-1.0,0.0,unknown,1
47,management,single,tertiary,no,0.0,no,no,unknown,11,jun,58.0,3,-1.0,0.0,unknown,1
34,management,married,secondary,no,-294.0,yes,no,unknown,27,may,532.0,2,-1.0,0.0,unknown,1
30,management,married,tertiary,no,1476.0,yes,yes,unknown,3,jun,199.0,4,-1.0,0.0,unknown,1
46,entrepreneur,married,tertiary,no,120.0,no,no,unknown,17,jun,171.0,4,-1.0,0.0,unknown,1
37,technician,single,secondary,no,18.0,no,no,unknown,12,jun,361.0,2,-1.0,0.0,unknown,1
32,blue-collar,married,primary,no,289.0,yes,no,unknown,8,may,23.0,4,-1.0,0.0,unknown,1
53,blue-collar,married,primary,no,256.0,yes,no,unknown,2,jun,202.0,1,-1.0,0.0,unknown,1
34,services,single,secondary,no,544.0,yes,no,unknown,27,may,257.0,2,-1.0,0.0,unknown,1
45,management,married,tertiary,no,1847.0,no,no,unknown,16,jun,77.0,5,-1.0,0.0,unknown,1
34,technician,married,tertiary,no,0.0,yes,no,unknown,20,may,185.0,12,-1.0,0.0,unknown,1
49,services,single,secondary,no,5028.0,yes,no,unknown,12,may,891.0,1,-1.0,0.0,unknown,1
30,technician,single,tertiary,no,1289.0,yes,no,unknown,21,may,1697.0,2,-1.0,0.0,unknown,2
47,retired,married,secondary,no,2383.0,no,no,unknown,9,jun,529.0,1,-1.0,0.0,unknown,1
46,blue-collar,married,secondary,no,0.0,yes,no,unknown,26,may,208.0,2,-1.0,0.0,unknown,1
42,blue-collar,married,primary,no,480.0,yes,no,unknown,6,jun,288.0,12,-1.0,0.0,unknown,1
60,management,married,secondary,no,130.0,no,no,unknown,6,jun,151.0,1,-1.0,0.0,unknown,1
41,blue-collar,divorced,primary,no,1563.0,yes,no,unknown,15,may,112.0,1,-1.0,0.0,unknown,1
47,housemaid,married,primary,no,823.0,no,no,unknown,19,jun,191.0,3,-1.0,0.0,unknown,1
59,retired,divorced,tertiary,no,381.0,yes,no,unknown,8,may,422.0,4,-1.0,0.0,unknown,1
52,retired,married,primary,no,537.0,no,no,unknown,9,jun,85.0,1,-1.0,0.0,unknown,1
26,technician,single,secondary,no,124.0,yes,no,unknown,12,may,57.0,8,-1.0,0.0,unknown,1
50,unknown,single,unknown,no,490.0,no,no,unknown,12,jun,189.0,1,-1.0,0.0,unknown,1
43,blue-collar,married,primary,no,778.0,yes,yes,unknown,15,may,284.0,5,-1.0,0.0,unknown,1
51,unknown,single,unknown,no,0.0,no,no,unknown,5,jun,409.0,1,-1.0,0.0,unknown,1
40,management,married,tertiary,no,60.0,no,no,unknown,16,jun,172.0,6,-1.0,0.0,unknown,1
39,technician,single,tertiary,no,4660.0,no,no,unknown,30,may,53.0,2,-1.0,0.0,unknown,1
50,management,divorced,tertiary,no,318.0,yes,no,unknown,16,may,788.0,2,-1.0,0.0,unknown,1
38,blue-collar,married,secondary,no,376.0,yes,no,unknown,7,may,1521.0,1,-1.0,0.0,unknown,1
39,admin.,divorced,secondary,no,32.0,no,yes,unknown,20,jun,8.0,10,-1.0,0.0,unknown,1
48,technician,married,secondary,no,256.0,yes,no,unknown,29,may,150.0,4,-1.0,0.0,unknown,1
37,management,single,tertiary,yes,45.0,yes,no,unknown,7,may,204.0,1,-1.0,0.0,unknown,1
56,retired,married,secondary,no,74.0,yes,no,unknown,26,may,152.0,2,-1.0,0.0,unknown,1
40,admin.,married,secondary,no,-666.0,yes,no,unknown,27,may,107.0,2,-1.0,0.0,unknown,1
24,admin.,single,secondary,no,770.0,yes,no,unknown,16,may,233.0,1,-1.0,0.0,unknown,1
40,blue-collar,married,secondary,no,217.0,yes,no,unknown,6,may,195.0,1,-1.0,0.0,unknown,1
46,admin.,married,secondary,no,-363.0,yes,yes,unknown,28,may,236.0,1,-1.0,0.0,unknown,1
49,blue-collar,married,unknown,no,51.0,yes,no,unknown,7,may,984.0,1,-1.0,0.0,unknown,1
42,technician,married,tertiary,no,1189.0,no,no,unknown,5,jun,323.0,3,-1.0,0.0,unknown,1
56,blue-collar,married,secondary,no,2190.0,no,yes,unknown,12,jun,270.0,1,-1.0,0.0,unknown,1
26,services,single,secondary,no,187.0,yes,no,unknown,9,may,341.0,1,-1.0,0.0,unknown,1
37,housemaid,single,secondary,no,2042.0,yes,no,unknown,20,may,485.0,1,-1.0,0.0,unknown,1
44,entrepreneur,married,tertiary,no,31.0,no,no,unknown,9,jun,467.0,1,-1.0,0.0,unknown,1
58,entrepreneur,married,primary,no,1657.0,no,no,unknown,6,jun,172.0,2,-1.0,0.0,unknown,1
34,blue-collar,single,secondary,no,381.0,yes,no,unknown,12,may,102.0,1,-1.0,0.0,unknown,1
36,housemaid,married,primary,no,758.0,no,no,unknown,17,jun,236.0,2,-1.0,0.0,unknown,1
33,blue-collar,single,secondary,no,164.0,yes,no,unknown,14,may,461.0,1,-1.0,0.0,unknown,1
43,self-employed,married,secondary,no,104.0,no,no,unknown,17,jun,332.0,1,-1.0,0.0,unknown,1
35,technician,single,secondary,no,1855.0,yes,no,unknown,7,may,138.0,1,-1.0,0.0,unknown,1
50,management,single,primary,no,766.0,no,no,unknown,17,jun,174.0,2,-1.0,0.0,unknown,1
54,blue-collar,married,secondary,no,853.0,no,no,unknown,16,jun,24.0,5,-1.0,0.0,unknown,1
32,management,married,tertiary,no,514.0,yes,no,unknown,28,may,497.0,2,-1.0,0.0,unknown,1
29,admin.,married,secondary,no,396.0,yes,no,unknown,30,may,205.0,2,-1.0,0.0,unknown,1
25,technician,single,tertiary,yes,160.0,no,yes,unknown,13,jul,151.0,1,-1.0,0.0,unknown,1
59,services,divorced,secondary,no,0.0,yes,yes,unknown,6,may,97.0,1,-1.0,0.0,unknown,1
56,retired,married,primary,no,13.0,yes,no,unknown,12,may,123.0,2,-1.0,0.0,unknown,1
44,blue-collar,single,unknown,no,4330.0,no,no,unknown,18,jun,16.0,9,-1.0,0.0,unknown,1
47,blue-collar,married,primary,no,206.0,yes,no,unknown,6,may,152.0,1,-1.0,0.0,unknown,1
42,management,married,secondary,no,2416.0,yes,no,unknown,20,may,138.0,4,-1.0,0.0,unknown,1
59,management,married,tertiary,no,101.0,no,yes,unknown,9,jun,29.0,1,686.0,2.0,failure,1
47,technician,married,secondary,no,449.0,yes,yes,unknown,13,may,92.0,4,-1.0,0.0,unknown,1
35,admin.,divorced,secondary,no,869.0,yes,no,unknown,29,may,173.0,1,-1.0,0.0,unknown,1
29,blue-collar,married,secondary,no,125.0,yes,no,unknown,13,may,50.0,1,-1.0,0.0,unknown,1
21,blue-collar,single,secondary,yes,-59.0,yes,yes,unknown,4,jun,83.0,1,-1.0,0.0,unknown,1
49,housemaid,divorced,secondary,no,630.0,no,no,unknown,6,jun,415.0,2,-1.0,0.0,unknown,1
31,blue-collar,single,secondary,no,19.0,yes,no,unknown,19,may,178.0,5,-1.0,0.0,unknown,1
25,technician,single,tertiary,no,468.0,yes,no,unknown,15,may,147.0,1,-1.0,0.0,unknown,1
41,blue-collar,married,primary,no,1654.0,yes,no,unknown,14,may,35.0,1,-1.0,0.0,unknown,1
55,management,married,tertiary,no,913.0,no,no,unknown,17,jun,462.0,5,-1.0,0.0,unknown,1
42,technician,married,secondary,no,0.0,yes,no,unknown,8,may,66.0,2,-1.0,0.0,unknown,1
35,admin.,single,secondary,no,3.0,yes,no,unknown,28,may,330.0,5,-1.0,0.0,unknown,1
30,technician,married,secondary,no,764.0,no,no,unknown,26,may,150.0,2,-1.0,0.0,unknown,1
28,admin.,married,secondary,no,9779.0,yes,yes,unknown,28,may,480.0,2,-1.0,0.0,unknown,1
